timestamp,job_name,status,rows_processed,duration_seconds,partition_path,error_message
2026-01-18T11:00:46.693550,postgres_source.orders,SUCCESS,0,37.6,postgres_source/orders/2026/01/18,
2026-01-18T11:00:57.304762,postgres_source.orders,SUCCESS,0,10.54,postgres_source/orders/2026/01/18,
2026-01-18T11:01:11.264966,oracle_db.employees,SUCCESS,0,13.93,oracle_db/employees/2026/01/18,
2026-01-18T13:42:12.500013,postgres_source.orders,SUCCESS,0,28.84,postgres_source/orders/2026/01/18,
2026-01-18T13:42:20.380458,postgres_source.orders,SUCCESS,0,7.86,postgres_source/orders/2026/01/18,
2026-01-18T13:42:31.017173,oracle_db.employees,SUCCESS,0,10.63,oracle_db/employees/2026/01/18,
2026-01-18T18:50:55.144553,postgres_source.orders,SUCCESS,0,36.72,postgres_source/orders/2026/01/18,
2026-01-18T18:51:05.835938,postgres_source.orders,SUCCESS,0,10.59,postgres_source/orders/2026/01/18,
2026-01-18T18:51:20.828409,oracle_db.employees,SUCCESS,0,14.97,oracle_db/employees/2026/01/18,
2026-01-18T18:51:25.646146,Source1.users,FAILED,0,4.76,,"Pipeline execution failed at `step=extract` when processing package with `load_id=1768742483.7131774` with exception:

<class 'dlt.extract.exceptions.ResourceExtractionError'>
In processing pipe `users`: extraction of resource `users` in `generator` `table_rows` caused an exception: (pyodbc.InterfaceError) ('28000', ""[28000] [Microsoft][ODBC Driver 17 for SQL Server][SQL Server]Login failed for user 'sa'. (18456) (SQLDriverConnect); [28000] [Microsoft][ODBC Driver 17 for SQL Server][SQL Server]Login failed for user 'sa'. (18456)"")
(Background on this error at: https://sqlalche.me/e/20/rvf5)"
2026-01-18T18:52:58.206457,postgres_source.orders,SUCCESS,0,13.81,postgres_source/orders/2026/01/18,
2026-01-18T18:53:08.759239,postgres_source.orders,SUCCESS,0,10.53,postgres_source/orders/2026/01/18,
2026-01-18T18:53:19.691465,oracle_db.employees,SUCCESS,0,10.92,oracle_db/employees/2026/01/18,
2026-01-18T18:53:22.212902,Source1.users,FAILED,0,2.43,,"Pipeline execution failed at `step=extract` when processing package with `load_id=1768742601.8747106` with exception:

<class 'dlt.extract.exceptions.ResourceExtractionError'>
In processing pipe `users`: extraction of resource `users` in `generator` `table_rows` caused an exception: (pyodbc.InterfaceError) ('28000', ""[28000] [Microsoft][ODBC Driver 17 for SQL Server][SQL Server]Login failed for user 'sa'. (18456) (SQLDriverConnect); [28000] [Microsoft][ODBC Driver 17 for SQL Server][SQL Server]Login failed for user 'sa'. (18456)"")
(Background on this error at: https://sqlalche.me/e/20/rvf5)"
2026-01-18T18:54:57.739530,postgres_source.orders,SUCCESS,0,12.67,postgres_source/orders/2026/01/18,
2026-01-18T18:55:06.429638,postgres_source.orders,SUCCESS,0,8.66,postgres_source/orders/2026/01/18,
2026-01-18T18:55:16.728801,oracle_db.employees,SUCCESS,0,10.29,oracle_db/employees/2026/01/18,
2026-01-18T18:55:19.410305,Source1.users,FAILED,0,2.63,,"Pipeline execution failed at `step=extract` when processing package with `load_id=1768742719.067781` with exception:

<class 'dlt.extract.exceptions.ResourceExtractionError'>
In processing pipe `users`: extraction of resource `users` in `generator` `table_rows` caused an exception: (pyodbc.InterfaceError) ('28000', ""[28000] [Microsoft][ODBC Driver 17 for SQL Server][SQL Server]Login failed for user 'c1c6c8219ee7\\Guest'. (18456) (SQLDriverConnect); [28000] [Microsoft][ODBC Driver 17 for SQL Server][SQL Server]Login failed for user 'c1c6c8219ee7\\Guest'. (18456)"")
(Background on this error at: https://sqlalche.me/e/20/rvf5)"
2026-01-18T18:58:55.660240,postgres_source.orders,SUCCESS,0,37.44,postgres_source/orders/2026/01/18,
2026-01-18T18:59:07.122884,postgres_source.orders,SUCCESS,0,11.41,postgres_source/orders/2026/01/18,
2026-01-18T18:59:21.523373,oracle_db.employees,SUCCESS,0,14.39,oracle_db/employees/2026/01/18,
2026-01-18T18:59:25.918431,Source1.users,FAILED,0,4.31,,"Pipeline execution failed at `step=extract` when processing package with `load_id=1768742964.1748166` with exception:

<class 'dlt.extract.exceptions.ResourceExtractionError'>
In processing pipe `users`: extraction of resource `users` in `generator` `table_rows` caused an exception: (pyodbc.InterfaceError) ('28000', ""[28000] [Microsoft][ODBC Driver 17 for SQL Server][SQL Server]Login failed for user 'sa'. (18456) (SQLDriverConnect); [28000] [Microsoft][ODBC Driver 17 for SQL Server][SQL Server]Login failed for user 'sa'. (18456)"")
(Background on this error at: https://sqlalche.me/e/20/rvf5)"
2026-01-18T19:04:52.177146,postgres_source.orders,SUCCESS,0,13.14,postgres_source/orders/2026/01/18,
2026-01-18T19:05:02.420970,postgres_source.orders,SUCCESS,0,10.23,postgres_source/orders/2026/01/18,
2026-01-18T19:05:12.448444,oracle_db.employees,SUCCESS,0,10.02,oracle_db/employees/2026/01/18,
2026-01-18T19:05:15.265871,Source1.users,FAILED,0,2.73,,"Pipeline execution failed at `step=extract` when processing package with `load_id=1768743314.7866867` with exception:

<class 'dlt.extract.exceptions.ResourceExtractionError'>
In processing pipe `users`: extraction of resource `users` in `generator` `table_rows` caused an exception: (pyodbc.InterfaceError) ('28000', ""[28000] [Microsoft][ODBC Driver 17 for SQL Server][SQL Server]Login failed for user 'sa'. (18456) (SQLDriverConnect); [28000] [Microsoft][ODBC Driver 17 for SQL Server][SQL Server]Login failed for user 'sa'. (18456)"")
(Background on this error at: https://sqlalche.me/e/20/rvf5)"
2026-01-18T19:06:23.256312,postgres_source.orders,SUCCESS,0,12.7,postgres_source/orders/2026/01/18,
2026-01-18T19:06:33.994018,postgres_source.orders,SUCCESS,0,10.72,postgres_source/orders/2026/01/18,
2026-01-18T19:06:44.099343,oracle_db.employees,SUCCESS,0,10.09,oracle_db/employees/2026/01/18,
2026-01-18T19:06:46.203821,Source1.users,FAILED,0,2.08,,"Pipeline execution failed at `step=extract` when processing package with `load_id=1768743405.9368267` with exception:

<class 'dlt.extract.exceptions.ResourceExtractionError'>
In processing pipe `users`: extraction of resource `users` in `generator` `table_rows` caused an exception: (pyodbc.InterfaceError) ('28000', ""[28000] [Microsoft][ODBC Driver 17 for SQL Server][SQL Server]Login failed for user 'sa'. (18456) (SQLDriverConnect); [28000] [Microsoft][ODBC Driver 17 for SQL Server][SQL Server]Login failed for user 'sa'. (18456)"")
(Background on this error at: https://sqlalche.me/e/20/rvf5)"
